country_iso,year,variable,value
GNQ,2004,"Share of Total US$, 2015 prices",1.045355
GNQ,2004,"Agriculture orientation index US$, 2015 prices",0.610606
GNQ,2004,"Share of Value Added US$, 2015 prices",19.321886
GNQ,2005,"Value US$, 2015 prices",28.267282
GNQ,2005,"Share of Total US$, 2015 prices",0.849548
GNQ,2005,"Agriculture orientation index US$, 2015 prices",0.501761
GNQ,2005,"Share of Value Added US$, 2015 prices",16.883655
GNQ,2006,"Value US$, 2015 prices",24.636235
GNQ,2006,"Share of Total US$, 2015 prices",0.678663
GNQ,2006,"Agriculture orientation index US$, 2015 prices",0.403131
GNQ,2006,"Share of Value Added US$, 2015 prices",14.054328
GNQ,2007,"Value US$, 2015 prices",26.585955
GNQ,2007,"Share of Total US$, 2015 prices",0.581196
GNQ,2007,"Agriculture orientation index US$, 2015 prices",0.373203
GNQ,2007,"Share of Value Added US$, 2015 prices",14.221899
GNQ,2008,"Value US$, 2015 prices",29.343055
GNQ,2008,"Share of Total US$, 2015 prices",0.484983
GNQ,2008,"Agriculture orientation index US$, 2015 prices",0.46513
GNQ,2008,"Share of Value Added US$, 2015 prices",19.901874
GNQ,2009,"Value US$, 2015 prices",24.96467
GNQ,2009,"Share of Total US$, 2015 prices",0.317286
GNQ,2009,"Agriculture orientation index US$, 2015 prices",0.337588
GNQ,2009,"Share of Value Added US$, 2015 prices",18.535611
GNQ,2010,"Value US$, 2015 prices",23.685744
GNQ,2010,"Share of Total US$, 2015 prices",0.354784
GNQ,2010,"Agriculture orientation index US$, 2015 prices",0.290129
GNQ,2010,"Share of Value Added US$, 2015 prices",14.84077
GNQ,2011,"Value US$, 2015 prices",28.177336
GNQ,2011,"Share of Total US$, 2015 prices",0.38457
GNQ,2011,"Agriculture orientation index US$, 2015 prices",0.300065
GNQ,2011,"Share of Value Added US$, 2015 prices",15.813751
GNQ,2012,"Value US$, 2015 prices",30.58076
GNQ,2012,"Share of Total US$, 2015 prices",0.31752
GNQ,2012,"Agriculture orientation index US$, 2015 prices",0.248143
GNQ,2012,"Share of Value Added US$, 2015 prices",15.870648
GNQ,2013,"Value US$, 2015 prices",30.795712
GNQ,2013,"Share of Total US$, 2015 prices",0.523271
GNQ,2013,"Agriculture orientation index US$, 2015 prices",0.363653
GNQ,2013,"Share of Value Added US$, 2015 prices",14.82511
GNQ,2014,"Value US$, 2015 prices",30.626129
GNQ,2014,"Share of Total US$, 2015 prices",0.57574
GNQ,2014,"Agriculture orientation index US$, 2015 prices",0.374859
GNQ,2014,"Share of Value Added US$, 2015 prices",13.755693
GNQ,2015,"Value US$, 2015 prices",29.335522
GNQ,2015,"Share of Total US$, 2015 prices",0.907636
GNQ,2015,"Agriculture orientation index US$, 2015 prices",0.48064
GNQ,2015,"Share of Value Added US$, 2015 prices",11.790552
GNQ,2016,"Value US$, 2015 prices",28.631962
GNQ,2016,"Share of Total US$, 2015 prices",1.573057
GNQ,2016,"Agriculture orientation index US$, 2015 prices",0.720497
GNQ,2016,"Share of Value Added US$, 2015 prices",10.915773
GNQ,2017,"Value US$, 2015 prices",29.726337
GNQ,2017,"Share of Total US$, 2015 prices",1.839329
GNQ,2017,"Agriculture orientation index US$, 2015 prices",0.81714
GNQ,2017,"Share of Value Added US$, 2015 prices",11.652862
GNQ,2018,"Value US$, 2015 prices",28.696337
GNQ,2018,"Share of Total US$, 2015 prices",1.975085
GNQ,2018,"Agriculture orientation index US$, 2015 prices",0.843391
GNQ,2018,"Share of Value Added US$, 2015 prices",11.531621
GNQ,2019,"Value US$, 2015 prices",28.170734
GNQ,2019,"Share of Total US$, 2015 prices",2.377996
GNQ,2019,"Agriculture orientation index US$, 2015 prices",1.050405
GNQ,2019,"Share of Value Added US$, 2015 prices",12.389366
GNQ,2020,"Value US$, 2015 prices",28.535068
GNQ,2020,"Share of Total US$, 2015 prices",6.783113
GNQ,2020,"Agriculture orientation index US$, 2015 prices",2.936485
GNQ,2020,"Share of Value Added US$, 2015 prices",12.844153
GNQ,2021,"Value US$, 2015 prices",29.388697
GNQ,2021,"Share of Total US$, 2015 prices",5.878303
GNQ,2021,"Agriculture orientation index US$, 2015 prices",2.408517
GNQ,2021,"Share of Value Added US$, 2015 prices",12.63954
GNQ,2022,"Value US$, 2015 prices",27.636485
GNQ,2022,"Share of Total US$, 2015 prices",1.941788
GNQ,2022,"Agriculture orientation index US$, 2015 prices",0.792973
GNQ,2022,"Share of Value Added US$, 2015 prices",11.474141
GNQ,2023,"Value US$, 2015 prices",22.44
GNQ,2023,"Share of Total US$, 2015 prices",2.483166
GNQ,2023,"Agriculture orientation index US$, 2015 prices",0.910208
GNQ,2023,"Share of Value Added US$, 2015 prices",8.712454
GNQ,2003,"Value US$, 2022 prices",0.359417
GNQ,2003,Share of Total US$,1.325931
GNQ,2003,Agriculture orientation index US$,0.487419
GNQ,2004,"Value US$, 2022 prices",0.342273
GNQ,2004,Share of Total US$,1.011796
GNQ,2004,Agriculture orientation index US$,0.432881
GNQ,2005,"Value US$, 2022 prices",0.279364
GNQ,2005,Share of Total US$,0.701478
GNQ,2005,Agriculture orientation index US$,0.45789
GNQ,2006,"Value US$, 2022 prices",0.024361
GNQ,2006,Share of Total US$,0.075897
GNQ,2006,Agriculture orientation index US$,0.049989
GNQ,2007,"Value US$, 2022 prices",0.530682
GNQ,2007,Share of Total US$,1.809926
GNQ,2007,Agriculture orientation index US$,1.318338
GNQ,2008,"Value US$, 2022 prices",0.402819
GNQ,2008,Share of Total US$,1.287633
GNQ,2008,Agriculture orientation index US$,1.44241
GNQ,2009,"Value US$, 2022 prices",0.467574
GNQ,2009,Share of Total US$,1.543541
GNQ,2009,Agriculture orientation index US$,1.458649
GNQ,2010,"Value US$, 2022 prices",0.307392
GNQ,2010,Share of Total US$,0.444135
GNQ,2010,Agriculture orientation index US$,0.418453
GNQ,2011,"Value US$, 2022 prices",1.330174
GNQ,2011,Share of Total US$,4.890872
GNQ,2011,Agriculture orientation index US$,4.642479
GNQ,2012,"Value US$, 2022 prices",1.037804
GNQ,2012,Share of Total US$,4.582343
GNQ,2012,Agriculture orientation index US$,4.340746
GNQ,2013,"Value US$, 2022 prices",0.091937
GNQ,2013,Share of Total US$,0.714281
GNQ,2013,Agriculture orientation index US$,0.599232
GNQ,2014,"Value US$, 2022 prices",0.013365
GNQ,2014,Share of Total US$,0.099046
GNQ,2014,Agriculture orientation index US$,0.076528
GNQ,2015,"Value US$, 2022 prices",0.010561
GNQ,2015,Share of Total US$,0.063548
GNQ,2015,Agriculture orientation index US$,0.033652
GNQ,2016,"Value US$, 2022 prices",0.006599
GNQ,2016,Share of Total US$,0.037858
GNQ,2016,Agriculture orientation index US$,0.016233
GNQ,2017,"Value US$, 2022 prices",0.0
GNQ,2017,Share of Total US$,0.0
GNQ,2017,Agriculture orientation index US$,0.0
GNQ,2018,"Value US$, 2022 prices",0.385824
GNQ,2018,Share of Total US$,3.422843
GNQ,2018,Agriculture orientation index US$,1.515888
GNQ,2019,"Value US$, 2022 prices",0.267522
GNQ,2019,Share of Total US$,0.306407
GNQ,2019,Agriculture orientation index US$,0.125686
GNQ,2020,"Value US$, 2022 prices",1.038782
GNQ,2020,Share of Total US$,9.315158
GNQ,2020,Agriculture orientation index US$,3.197652
GNQ,2021,"Value US$, 2022 prices",2.514522
GNQ,2021,Share of Total US$,12.982316
GNQ,2021,Agriculture orientation index US$,4.935353
GNQ,2022,"Value US$, 2022 prices",1.703434
GNQ,2022,Share of Total US$,9.594187
GNQ,2022,Agriculture orientation index US$,3.735454
ERI,2003,"Value US$, 2015 prices",201.0469
ERI,2003,"Share of Total US$, 2015 prices",11.829921
ERI,2003,"Annual growth US$, 2015 prices",16.912075
ERI,2004,"Value US$, 2015 prices",176.060256
ERI,2004,"Share of Total US$, 2015 prices",10.642274
ERI,2004,"Annual growth US$, 2015 prices",-12.428267
ERI,2005,"Value US$, 2015 prices",379.310442
ERI,2005,"Share of Total US$, 2015 prices",22.6
ERI,2005,"Annual growth US$, 2015 prices",115.443537
ERI,2006,"Value US$, 2015 prices",408.876054
ERI,2006,"Share of Total US$, 2015 prices",24.6
ERI,2006,"Annual growth US$, 2015 prices",7.794568
ERI,2007,"Value US$, 2015 prices",409.057556
ERI,2007,"Share of Total US$, 2015 prices",24.264706
ERI,2007,"Annual growth US$, 2015 prices",0.044391
ERI,2008,"Value US$, 2015 prices",227.853591
ERI,2008,"Share of Total US$, 2015 prices",16.776626
ERI,2008,"Annual growth US$, 2015 prices",-44.297914
ERI,2009,"Value US$, 2015 prices",221.355404
ERI,2009,"Share of Total US$, 2015 prices",14.528683
ERI,2009,"Annual growth US$, 2015 prices",-2.851913
ERI,2010,"Value US$, 2015 prices",310.553232
ERI,2010,"Share of Total US$, 2015 prices",18.387662
ERI,2010,"Annual growth US$, 2015 prices",40.296205
ERI,2011,"Value US$, 2015 prices",348.852754
ERI,2011,"Share of Total US$, 2015 prices",16.430976
ERI,2011,"Annual growth US$, 2015 prices",12.332675
ERI,2012,"Value US$, 2015 prices",356.546497
ERI,2012,"Share of Total US$, 2015 prices",16.482489
ERI,2012,"Annual growth US$, 2015 prices",2.205441
ERI,2013,"Value US$, 2015 prices",328.930659
ERI,2013,"Share of Total US$, 2015 prices",16.981481
ERI,2013,"Annual growth US$, 2015 prices",-7.745368
ERI,2014,"Value US$, 2015 prices",430.245087
ERI,2014,"Share of Total US$, 2015 prices",16.964198
ERI,2014,"Annual growth US$, 2015 prices",30.801151
ERI,2015,"Value US$, 2015 prices",352.157626
ERI,2015,"Share of Total US$, 2015 prices",17.49246
ERI,2015,"Annual growth US$, 2015 prices",-18.14953
ERI,2016,"Value US$, 2015 prices",387.582497
ERI,2016,"Share of Total US$, 2015 prices",17.927091
ERI,2016,"Annual growth US$, 2015 prices",10.059379
ERI,2017,"Value US$, 2015 prices",339.701771
ERI,2017,"Share of Total US$, 2015 prices",17.461117
ERI,2017,"Annual growth US$, 2015 prices",-12.353686
ERI,2018,"Value US$, 2015 prices",387.617673
ERI,2018,"Share of Total US$, 2015 prices",17.626889
ERI,2018,"Annual growth US$, 2015 prices",14.105285
ERI,2019,"Value US$, 2015 prices",403.509503
ERI,2019,"Share of Total US$, 2015 prices",17.671699
ERI,2019,"Annual growth US$, 2015 prices",4.099872
ERI,2020,"Value US$, 2015 prices",399.432368
ERI,2020,"Share of Total US$, 2015 prices",17.586568
ERI,2020,"Annual growth US$, 2015 prices",-1.010418
ERI,2021,"Value US$, 2015 prices",411.972898
ERI,2021,"Share of Total US$, 2015 prices",17.628385
ERI,2021,"Annual growth US$, 2015 prices",3.139588
ERI,2022,"Value US$, 2015 prices",422.769349
ERI,2022,"Share of Total US$, 2015 prices",17.628884
ERI,2022,"Annual growth US$, 2015 prices",2.62067
ERI,2023,"Value US$, 2015 prices",434.255052
ERI,2023,"Share of Total US$, 2015 prices",17.614613
ERI,2023,"Annual growth US$, 2015 prices",2.716778
ERI,2003,"Value US$, 2015 prices",10.789639
ERI,2003,"Share of Total US$, 2015 prices",2.411181
ERI,2003,"Agriculture orientation index US$, 2015 prices",0.203821
ERI,2003,"Share of Value Added US$, 2015 prices",5.366727
ERI,2004,"Value US$, 2015 prices",9.801305
ERI,2004,"Share of Total US$, 2015 prices",2.810013
ERI,2004,"Agriculture orientation index US$, 2015 prices",0.264042
ERI,2004,"Share of Value Added US$, 2015 prices",5.567017
ERI,2005,"Value US$, 2015 prices",24.083618
ERI,2005,"Share of Total US$, 2015 prices",5.152019
ERI,2005,"Agriculture orientation index US$, 2015 prices",0.227965
ERI,2005,"Share of Value Added US$, 2015 prices",6.349316
ERI,2006,"Value US$, 2015 prices",19.13827
ERI,2006,"Share of Total US$, 2015 prices",6.458525
ERI,2006,"Agriculture orientation index US$, 2015 prices",0.262542
ERI,2006,"Share of Value Added US$, 2015 prices",4.680702
ERI,2007,"Value US$, 2015 prices",18.296991
ERI,2007,"Share of Total US$, 2015 prices",6.949584
ERI,2007,"Agriculture orientation index US$, 2015 prices",0.286407
ERI,2007,"Share of Value Added US$, 2015 prices",4.472963
ERI,2008,"Value US$, 2015 prices",8.481539
ERI,2008,"Share of Total US$, 2015 prices",3.728582
ERI,2008,"Agriculture orientation index US$, 2015 prices",0.222249
ERI,2008,"Share of Value Added US$, 2015 prices",3.722364
ERI,2009,"Value US$, 2015 prices",11.234897
ERI,2009,"Share of Total US$, 2015 prices",5.216742
ERI,2009,"Agriculture orientation index US$, 2015 prices",0.359065
ERI,2009,"Share of Value Added US$, 2015 prices",5.075501
ERI,2010,"Value US$, 2015 prices",14.932679
ERI,2010,"Share of Total US$, 2015 prices",4.609995
ERI,2010,"Agriculture orientation index US$, 2015 prices",0.250711
ERI,2010,"Share of Value Added US$, 2015 prices",4.808412
ERI,2011,"Value US$, 2015 prices",17.892541
ERI,2011,"Share of Total US$, 2015 prices",6.956312
ERI,2011,"Agriculture orientation index US$, 2015 prices",0.423366
ERI,2011,"Share of Value Added US$, 2015 prices",5.128967
ERI,2012,"Value US$, 2015 prices",20.023968
ERI,2012,"Share of Total US$, 2015 prices",8.832738
ERI,2012,"Agriculture orientation index US$, 2015 prices",0.535886
ERI,2012,"Share of Value Added US$, 2015 prices",5.616089
ERI,2013,"Value US$, 2015 prices",16.351477
ERI,2013,"Share of Total US$, 2015 prices",7.847193
ERI,2013,"Agriculture orientation index US$, 2015 prices",0.462103
ERI,2013,"Share of Value Added US$, 2015 prices",4.971102
ERI,2014,"Value US$, 2015 prices",25.954007
ERI,2014,"Share of Total US$, 2015 prices",13.830978
ERI,2014,"Agriculture orientation index US$, 2015 prices",0.815304
ERI,2014,"Share of Value Added US$, 2015 prices",6.032377
ERI,2015,"Value US$, 2015 prices",17.964185
ERI,2015,"Share of Total US$, 2015 prices",8.677035
ERI,2015,"Agriculture orientation index US$, 2015 prices",0.496044
ERI,2015,"Share of Value Added US$, 2015 prices",5.101177
ERI,2016,"Value US$, 2015 prices",21.974779
ERI,2016,"Share of Total US$, 2015 prices",13.808444
ERI,2016,"Agriculture orientation index US$, 2015 prices",0.770256
ERI,2016,"Share of Value Added US$, 2015 prices",5.669704
ERI,2017,"Value US$, 2015 prices",17.065547
ERI,2017,"Share of Total US$, 2015 prices",9.987278
ERI,2017,"Agriculture orientation index US$, 2015 prices",0.571972
ERI,2017,"Share of Value Added US$, 2015 prices",5.023685
ERI,2018,"Value US$, 2015 prices",20.17298
ERI,2018,"Share of Total US$, 2015 prices",32.325655
ERI,2018,"Agriculture orientation index US$, 2015 prices",1.833883
ERI,2018,"Share of Value Added US$, 2015 prices",5.20435
ERI,2019,"Value US$, 2015 prices",20.395891
ERI,2019,"Share of Total US$, 2015 prices",19.249975
ERI,2019,"Agriculture orientation index US$, 2015 prices",1.089311
ERI,2019,"Share of Value Added US$, 2015 prices",5.054625
ERI,2020,"Value US$, 2015 prices",21.115223
ERI,2020,"Share of Total US$, 2015 prices",12.491573
ERI,2020,"Agriculture orientation index US$, 2015 prices",0.710291
ERI,2020,"Share of Value Added US$, 2015 prices",5.286307
ERI,2021,"Value US$, 2015 prices",18.109629
ERI,2021,"Share of Total US$, 2015 prices",13.009165
ERI,2021,"Agriculture orientation index US$, 2015 prices",0.737967
ERI,2021,"Share of Value Added US$, 2015 prices",4.39583
ERI,2022,"Value US$, 2015 prices",17.73715
ERI,2022,"Share of Total US$, 2015 prices",13.115837
ERI,2022,"Agriculture orientation index US$, 2015 prices",0.743997
ERI,2022,"Share of Value Added US$, 2015 prices",4.195467
ERI,2023,"Value US$, 2015 prices",19.51
ERI,2023,"Share of Total US$, 2015 prices",15.117901
ERI,2023,"Agriculture orientation index US$, 2015 prices",0.85826
ERI,2023,"Share of Value Added US$, 2015 prices",4.492751
ERI,2003,"Value US$, 2022 prices",19.979702
ERI,2003,Share of Total US$,6.107702
ERI,2003,Agriculture orientation index US$,0.516293
ERI,2004,"Value US$, 2022 prices",24.462016
ERI,2004,Share of Total US$,8.480914
ERI,2004,Agriculture orientation index US$,0.796908
ERI,2005,"Value US$, 2022 prices",20.870052
ERI,2005,Share of Total US$,5.205177
ERI,2005,Agriculture orientation index US$,0.230318
ERI,2006,"Value US$, 2022 prices",8.046426
ERI,2006,Share of Total US$,5.610005
ERI,2006,Agriculture orientation index US$,0.228049
ERI,2007,"Value US$, 2022 prices",3.992512
ERI,2007,Share of Total US$,2.918409
ERI,2007,Agriculture orientation index US$,0.120274
ERI,2008,"Value US$, 2022 prices",4.381169
ERI,2008,Share of Total US$,3.299076
ERI,2008,Agriculture orientation index US$,0.196647
ERI,2009,"Value US$, 2022 prices",11.478698
ERI,2009,Share of Total US$,9.250409
ERI,2009,Agriculture orientation index US$,0.6367
ERI,2010,"Value US$, 2022 prices",7.339115
ERI,2010,Share of Total US$,4.737403
ERI,2010,Agriculture orientation index US$,0.25764
ERI,2011,"Value US$, 2022 prices",6.971896
ERI,2011,Share of Total US$,5.508607
ERI,2011,Agriculture orientation index US$,0.335257
ERI,2012,"Value US$, 2022 prices",4.427998
ERI,2012,Share of Total US$,3.27342
ERI,2012,Agriculture orientation index US$,0.1986
ERI,2013,"Value US$, 2022 prices",8.324169
ERI,2013,Share of Total US$,10.661593
ERI,2013,Agriculture orientation index US$,0.627836
ERI,2014,"Value US$, 2022 prices",4.053056
ERI,2014,Share of Total US$,5.204419
ERI,2014,Agriculture orientation index US$,0.306788
ERI,2015,"Value US$, 2022 prices",11.228082
ERI,2015,Share of Total US$,10.57405
ERI,2015,Agriculture orientation index US$,0.604492
ERI,2016,"Value US$, 2022 prices",12.265603
ERI,2016,Share of Total US$,16.567881
ERI,2016,Agriculture orientation index US$,0.924181
ERI,2017,"Value US$, 2022 prices",2.793841
ERI,2017,Share of Total US$,3.211239
ERI,2017,Agriculture orientation index US$,0.183908
ERI,2018,"Value US$, 2022 prices",4.959544
ERI,2018,Share of Total US$,5.674455
ERI,2018,Agriculture orientation index US$,0.32192
ERI,2019,"Value US$, 2022 prices",11.691695
ERI,2019,Share of Total US$,3.24369
ERI,2019,Agriculture orientation index US$,0.183553
ERI,2020,"Value US$, 2022 prices",13.290581
ERI,2020,Share of Total US$,18.77726
ERI,2020,Agriculture orientation index US$,1.067705
ERI,2021,"Value US$, 2022 prices",3.310138
ERI,2021,Share of Total US$,7.272296
ERI,2021,Agriculture orientation index US$,0.412533
ERI,2022,"Value US$, 2022 prices",8.620709
ERI,2022,Share of Total US$,12.730051
ERI,2022,Agriculture orientation index US$,0.722113
SWZ,2003,"Value US$, 2015 prices",307.597408
SWZ,2003,"Share of Total US$, 2015 prices",11.307896
SWZ,2003,"Annual growth US$, 2015 prices",8.48043
SWZ,2004,"Value US$, 2015 prices",268.017428
SWZ,2004,"Share of Total US$, 2015 prices",9.508286
SWZ,2004,"Annual growth US$, 2015 prices",-12.867462
SWZ,2005,"Value US$, 2015 prices",321.8425
SWZ,2005,"Share of Total US$, 2015 prices",10.771637
SWZ,2005,"Annual growth US$, 2015 prices",20.082676
SWZ,2006,"Value US$, 2015 prices",310.299045
SWZ,2006,"Share of Total US$, 2015 prices",9.79817
SWZ,2006,"Annual growth US$, 2015 prices",-3.586678
SWZ,2007,"Value US$, 2015 prices",300.712639
SWZ,2007,"Share of Total US$, 2015 prices",9.092192
SWZ,2007,"Annual growth US$, 2015 prices",-3.089409
SWZ,2008,"Value US$, 2015 prices",327.642092
SWZ,2008,"Share of Total US$, 2015 prices",9.825683
SWZ,2008,"Annual growth US$, 2015 prices",8.955211
SWZ,2009,"Value US$, 2015 prices",354.560237
SWZ,2009,"Share of Total US$, 2015 prices",10.469086
SWZ,2009,"Annual growth US$, 2015 prices",8.215717
SWZ,2010,"Value US$, 2015 prices",310.861324
SWZ,2010,"Share of Total US$, 2015 prices",8.843297
SWZ,2010,"Annual growth US$, 2015 prices",-12.32482
SWZ,2011,"Value US$, 2015 prices",328.813093
SWZ,2011,"Share of Total US$, 2015 prices",9.148399
SWZ,2011,"Annual growth US$, 2015 prices",5.774848
SWZ,2012,"Value US$, 2015 prices",371.691278
SWZ,2012,"Share of Total US$, 2015 prices",9.811867
SWZ,2012,"Annual growth US$, 2015 prices",13.040291
SWZ,2013,"Value US$, 2015 prices",393.560878
SWZ,2013,"Share of Total US$, 2015 prices",10.002943
SWZ,2013,"Annual growth US$, 2015 prices",5.883808
SWZ,2014,"Value US$, 2015 prices",365.6717
SWZ,2014,"Share of Total US$, 2015 prices",9.209076
SWZ,2014,"Annual growth US$, 2015 prices",-7.086369
SWZ,2015,"Value US$, 2015 prices",379.712375
SWZ,2015,"Share of Total US$, 2015 prices",9.354311
SWZ,2015,"Annual growth US$, 2015 prices",3.839694
SWZ,2016,"Value US$, 2015 prices",347.787403
SWZ,2016,"Share of Total US$, 2015 prices",8.477746
SWZ,2016,"Annual growth US$, 2015 prices",-8.407672
SWZ,2017,"Value US$, 2015 prices",332.856838
SWZ,2017,"Share of Total US$, 2015 prices",7.952629
SWZ,2017,"Annual growth US$, 2015 prices",-4.293015
SWZ,2018,"Value US$, 2015 prices",352.8416
SWZ,2018,"Share of Total US$, 2015 prices",8.234125
SWZ,2018,"Annual growth US$, 2015 prices",6.004011
SWZ,2019,"Value US$, 2015 prices",355.53248
SWZ,2019,"Share of Total US$, 2015 prices",8.07941
SWZ,2019,"Annual growth US$, 2015 prices",0.762631
SWZ,2020,"Value US$, 2015 prices",328.711213
SWZ,2020,"Share of Total US$, 2015 prices",7.588252
SWZ,2020,"Annual growth US$, 2015 prices",-7.543971
SWZ,2021,"Value US$, 2015 prices",343.979465
SWZ,2021,"Share of Total US$, 2015 prices",7.713851
SWZ,2021,"Annual growth US$, 2015 prices",4.644883
SWZ,2022,"Value US$, 2015 prices",361.45809
SWZ,2022,"Share of Total US$, 2015 prices",8.075433
SWZ,2022,"Annual growth US$, 2015 prices",5.081299
SWZ,2023,"Value US$, 2015 prices",363.455159
SWZ,2023,"Share of Total US$, 2015 prices",7.73928
SWZ,2023,"Annual growth US$, 2015 prices",0.552504
SWZ,2003,"Value US$, 2015 prices",40.50763
SWZ,2003,"Share of Total US$, 2015 prices",8.445225
SWZ,2003,"Agriculture orientation index US$, 2015 prices",0.746843
SWZ,2003,"Share of Value Added US$, 2015 prices",13.169041
SWZ,2004,"Value US$, 2015 prices",38.146628
SWZ,2004,"Share of Total US$, 2015 prices",7.516261
SWZ,2004,"Agriculture orientation index US$, 2015 prices",0.790496
SWZ,2004,"Share of Value Added US$, 2015 prices",14.232891
SWZ,2005,"Value US$, 2015 prices",42.080873
SWZ,2005,"Share of Total US$, 2015 prices",8.519311
SWZ,2005,"Agriculture orientation index US$, 2015 prices",0.790902
SWZ,2005,"Share of Value Added US$, 2015 prices",13.074989
SWZ,2006,"Value US$, 2015 prices",48.045604
SWZ,2006,"Share of Total US$, 2015 prices",9.859213
SWZ,2006,"Agriculture orientation index US$, 2015 prices",1.00623
SWZ,2006,"Share of Value Added US$, 2015 prices",15.483646
SWZ,2007,"Value US$, 2015 prices",48.505533
SWZ,2007,"Share of Total US$, 2015 prices",10.212832
SWZ,2007,"Agriculture orientation index US$, 2015 prices",1.123253
SWZ,2007,"Share of Value Added US$, 2015 prices",16.130194
SWZ,2008,"Value US$, 2015 prices",41.194157
SWZ,2008,"Share of Total US$, 2015 prices",9.072421
SWZ,2008,"Agriculture orientation index US$, 2015 prices",0.923337
SWZ,2008,"Share of Value Added US$, 2015 prices",12.572914
SWZ,2009,"Value US$, 2015 prices",39.036356
SWZ,2009,"Share of Total US$, 2015 prices",8.18677
SWZ,2009,"Agriculture orientation index US$, 2015 prices",0.781995
SWZ,2009,"Share of Value Added US$, 2015 prices",11.009795
SWZ,2010,"Value US$, 2015 prices",50.681762
SWZ,2010,"Share of Total US$, 2015 prices",10.626876
SWZ,2010,"Agriculture orientation index US$, 2015 prices",1.201687
SWZ,2010,"Share of Value Added US$, 2015 prices",16.303656
SWZ,2011,"Value US$, 2015 prices",49.503519
SWZ,2011,"Share of Total US$, 2015 prices",11.125034
SWZ,2011,"Agriculture orientation index US$, 2015 prices",1.216064
SWZ,2011,"Share of Value Added US$, 2015 prices",15.055215
SWZ,2012,"Value US$, 2015 prices",52.748647
SWZ,2012,"Share of Total US$, 2015 prices",12.007125
SWZ,2012,"Agriculture orientation index US$, 2015 prices",1.223735
SWZ,2012,"Share of Value Added US$, 2015 prices",14.191521
SWZ,2013,"Value US$, 2015 prices",52.792763
SWZ,2013,"Share of Total US$, 2015 prices",11.311803
SWZ,2013,"Agriculture orientation index US$, 2015 prices",1.130848
SWZ,2013,"Share of Value Added US$, 2015 prices",13.414129
SWZ,2014,"Value US$, 2015 prices",50.960748
SWZ,2014,"Share of Total US$, 2015 prices",10.591037
SWZ,2014,"Agriculture orientation index US$, 2015 prices",1.150065
SWZ,2014,"Share of Value Added US$, 2015 prices",13.936202
SWZ,2015,"Value US$, 2015 prices",54.442683
SWZ,2015,"Share of Total US$, 2015 prices",10.717095
SWZ,2015,"Agriculture orientation index US$, 2015 prices",1.145685
SWZ,2015,"Share of Value Added US$, 2015 prices",14.337874
SWZ,2016,"Value US$, 2015 prices",58.003165
SWZ,2016,"Share of Total US$, 2015 prices",10.563198
SWZ,2016,"Agriculture orientation index US$, 2015 prices",1.245992
SWZ,2016,"Share of Value Added US$, 2015 prices",16.677765
SWZ,2017,"Value US$, 2015 prices",55.649412
SWZ,2017,"Share of Total US$, 2015 prices",10.267888
SWZ,2017,"Agriculture orientation index US$, 2015 prices",1.291132
SWZ,2017,"Share of Value Added US$, 2015 prices",16.718723
SWZ,2018,"Value US$, 2015 prices",56.036722
SWZ,2018,"Share of Total US$, 2015 prices",9.824045
SWZ,2018,"Agriculture orientation index US$, 2015 prices",1.194455
SWZ,2018,"Share of Value Added US$, 2015 prices",15.901501
SWZ,2019,"Value US$, 2015 prices",57.291547
SWZ,2019,"Share of Total US$, 2015 prices",9.694758
SWZ,2019,"Agriculture orientation index US$, 2015 prices",1.199911
SWZ,2019,"Share of Value Added US$, 2015 prices",16.113985
SWZ,2020,"Value US$, 2015 prices",57.00133
SWZ,2020,"Share of Total US$, 2015 prices",10.598169
SWZ,2020,"Agriculture orientation index US$, 2015 prices",1.396655
SWZ,2020,"Share of Value Added US$, 2015 prices",17.340854
SWZ,2021,"Value US$, 2015 prices",57.929146
SWZ,2021,"Share of Total US$, 2015 prices",9.374273
SWZ,2021,"Agriculture orientation index US$, 2015 prices",1.299949
SWZ,2021,"Share of Value Added US$, 2015 prices",17.189327
SWZ,2022,"Value US$, 2015 prices",59.842241
SWZ,2022,"Share of Total US$, 2015 prices",10.54584
SWZ,2022,"Agriculture orientation index US$, 2015 prices",1.461196
SWZ,2022,"Share of Value Added US$, 2015 prices",18.023331
SWZ,2023,"Value US$, 2015 prices",55.47
SWZ,2023,"Share of Total US$, 2015 prices",7.633714
SWZ,2023,"Agriculture orientation index US$, 2015 prices",0.986354
SWZ,2023,"Share of Value Added US$, 2015 prices",15.261855
SWZ,2003,"Value US$, 2022 prices",2.268462
SWZ,2003,Share of Total US$,7.101442
SWZ,2003,Agriculture orientation index US$,0.573378
SWZ,2004,"Value US$, 2022 prices",8.839498
SWZ,2004,Share of Total US$,14.661114
SWZ,2004,Agriculture orientation index US$,1.517797
SWZ,2005,"Value US$, 2022 prices",13.759938
SWZ,2005,Share of Total US$,13.085973
SWZ,2005,Agriculture orientation index US$,1.192696
SWZ,2006,"Value US$, 2022 prices",4.912495
SWZ,2006,Share of Total US$,7.314226
SWZ,2006,Agriculture orientation index US$,0.653978
SWZ,2007,"Value US$, 2022 prices",5.682813
SWZ,2007,Share of Total US$,7.245448
SWZ,2007,Agriculture orientation index US$,0.673734
SWZ,2008,"Value US$, 2022 prices",11.319392
SWZ,2008,Share of Total US$,20.324556
